TransactionID,Date,CustomerID,Gender,Age,ProductCategory,ProductName,Quantity,UnitPrice,TotalPrice,Branch,PaymentMethod
5275,1/12/2023 10:00,3389,Male,,Produce,Carrots,1,85.56,85.56,B,Bank Transfer
5276,1/12/2023 11:00,3326,Male,38,Frozen,Frozen Pizza,7,48.23,337.61,A,Bank Transfer
5277,1/12/2023 12:00,3113,Male,50,Household,Tissue,6,17.35,104.1,C,Bank Transfer
5278,1/12/2023 13:00,3313,Male,46,Household,Tissue,6,8.46,50.76,D,E-Wallet
5279,1/12/2023 14:00,3061,Male,64,Electronics,Earphones,9,108.6,977.4,C,Cash
5280,1/12/2023 15:00,3138,Female,55,,,1,99.87,99.87,A,E-Wallet
5281,1/12/2023 16:00,3195,,39,Beverage,Energy Drink,7,97.51,682.57,C,Credit Card
5282,1/12/2023 17:00,3486,Male,44,Beverage,Mineral Water,10,28.9,289,D,Cash
5283,1/12/2023 18:00,3162,Female,50,Household,Detergent,10,116.45,1164.5,C,E-Wallet
5284,1/12/2023 19:00,3070,Female,31,Produce,Broccoli,2,106.06,212.12,D,Bank Transfer
5285,1/12/2023 20:00,3125,Male,38,Beverage,Energy Drink,5,60.99,304.95,D,E-Wallet
5286,1/12/2023 21:00,3394,Female,28,Dairy,Milk,8,115.35,922.8,C,E-Wallet
5287,1/12/2023 22:00,3208,Male,41,Frozen,Ice Cream,3,87.58,262.74,A,Credit Card
5288,1/12/2023 23:00,3252,Female,69,Frozen,Frozen Pizza,3,3.81,11.43,C,Bank Transfer
5289,1/13/2023 0:00,3029,Female,17,Personal Care,Soap,6,116.45,698.7,A,Credit Card
5290,1/13/2023 1:00,3323,Male,67,Personal Care,Toothpaste,6,67.73,406.38,C,Cash
5291,1/13/2023 2:00,3011,Female,23,Snacks,Crackers,2,9.96,19.92,A,Credit Card
5292,1/13/2023 3:00,3229,Male,19,Snacks,Nuts,3,44.61,133.83,A,Cash
5293,1/13/2023 4:00,3260,Female,24,Snacks,Nuts,8,49.98,399.84,D,Bank Transfer
5294,1/13/2023 5:00,3433,Female,18,Dairy,Cheese,8,101.34,810.72,D,E-Wallet
5295,1/13/2023 6:00,3260,Female,67,Personal Care,Toothpaste,2,4.81,9.62,D,E-Wallet
5296,1/13/2023 7:00,3280,Female,46,Snacks,Chips,7,78.3,548.1,D,Credit Card
5297,1/13/2023 8:00,3220,Male,25,Beverage,Soft Drink,3,107.88,323.64,A,Credit Card
5298,1/13/2023 9:00,3184,Male,64,Beverage,Energy Drink,4,79.33,317.32,D,E-Wallet
5299,1/13/2023 10:00,3291,Male,18,Dairy,Milk,11,47.23,519.53,A,Credit Card
5300,1/13/2023 11:00,3294,Male,69,Snacks,Nuts,2,56.6,113.2,C,Credit Card
5301,1/13/2023 12:00,3306,Male,21,Beverage,Soft Drink,1,111.52,111.52,C,Bank Transfer
5302,1/13/2023 13:00,3344,Female,55,,,5,10.22,51.1,C,Bank Transfer
5303,1/13/2023 14:00,3342,Female,38,Beverage,Soft Drink,4,54.79,219.16,A,Cash
5304,1/13/2023 15:00,3154,Female,66,Personal Care,Soap,3,71.87,215.61,D,E-Wallet
5305,1/13/2023 16:00,3402,Female,50,Snacks,Crackers,5,15.51,77.55,C,E-Wallet
5306,1/13/2023 17:00,3187,Female,,Personal Care,Shampoo,11,72.9,801.9,A,Credit Card
5307,1/13/2023 18:00,3195,Female,21,Personal Care,Soap,9,12.56,113.04,A,Credit Card
5308,1/13/2023 19:00,3302,Female,60,Dairy,Milk,1,117.25,117.25,D,Credit Card
5309,1/13/2023 20:00,3011,Female,27,Household,Cleaner,7,34.9,244.3,D,E-Wallet
5310,1/13/2023 21:00,3137,,46,Dairy,Butter,11,60.09,660.99,D,Cash
5311,1/13/2023 22:00,3246,Male,51,Beverage,Juice,6,118.74,712.44,A,Credit Card
5312,1/13/2023 23:00,3481,Female,28,Snacks,Nuts,8,33.96,271.68,A,Credit Card
5313,1/14/2023 0:00,3282,Male,28,Beverage,Juice,2,58.68,117.36,A,Bank Transfer
5314,1/14/2023 1:00,3356,Male,41,Snacks,Nuts,10,81.69,816.9,A,Bank Transfer
5315,1/14/2023 2:00,3068,Male,17,Beverage,Mineral Water,3,109.96,329.88,B,Credit Card
5316,1/14/2023 3:00,3116,Male,66,Produce,Apples,1,52.77,52.77,D,Cash
5317,1/14/2023 4:00,3322,Male,60,Personal Care,Soap,8,37.32,298.56,C,Bank Transfer
5318,1/14/2023 5:00,3008,Male,66,Frozen,Frozen Vegetables,5,51.19,255.95,C,E-Wallet
5319,1/14/2023 6:00,3455,Male,37,Personal Care,Lotion,4,49.71,198.84,B,Credit Card
5320,1/14/2023 7:00,3356,Male,24,Snacks,Crackers,8,68.02,544.16,B,Bank Transfer
5321,1/14/2023 8:00,3226,Male,43,Beverage,Soft Drink,11,20.5,225.5,C,Credit Card
5322,1/14/2023 9:00,3168,Male,63,Dairy,Butter,3,8.54,25.62,C,E-Wallet
5323,1/14/2023 10:00,3467,,56,Beverage,Mineral Water,3,1.66,4.98,D,E-Wallet
5324,1/14/2023 11:00,3221,Female,25,Personal Care,Soap,8,34.11,272.88,A,Credit Card
5325,1/14/2023 12:00,3423,Female,65,Beverage,Mineral Water,1,39.25,39.25,C,Cash
5326,1/14/2023 13:00,3390,Male,37,Personal Care,Soap,9,116.23,1046.07,D,Bank Transfer
5327,1/14/2023 14:00,3138,Female,33,Snacks,Cookies,10,27.28,272.8,B,Credit Card
5328,1/14/2023 15:00,3169,Female,33,Electronics,USB Cable,6,66.05,396.3,C,Bank Transfer
5329,1/14/2023 16:00,3490,Male,43,Dairy,Butter,11,104.43,1148.73,C,E-Wallet
5330,1/14/2023 17:00,3325,Female,44,Snacks,Chips,2,89.06,178.12,C,Credit Card
5331,1/14/2023 18:00,3216,Male,42,Household,Detergent,6,8.51,51.06,B,Credit Card
5332,1/14/2023 19:00,3233,Female,26,Dairy,Butter,9,45.66,410.94,D,Cash
5333,1/14/2023 20:00,3406,Male,65,Frozen,Frozen Vegetables,8,80.32,642.56,A,E-Wallet
5334,1/14/2023 21:00,3090,,19,Snacks,Cookies,4,2.24,8.96,A,Bank Transfer
5335,1/14/2023 22:00,3307,,52,Beverage,Mineral Water,10,114.46,1144.6,D,E-Wallet
5336,1/14/2023 23:00,3421,Male,59,Personal Care,Toothpaste,1,28.92,28.92,A,Cash
5337,1/15/2023 0:00,3045,Female,42,Personal Care,Lotion,2,59.21,118.42,C,E-Wallet
5338,1/15/2023 1:00,3093,Male,55,Beverage,Soft Drink,9,9.94,89.46,C,Bank Transfer
5339,1/15/2023 2:00,3484,Male,18,Personal Care,Toothpaste,4,19.36,77.44,D,Credit Card
5340,1/15/2023 3:00,3340,Female,42,Household,Tissue,1,42.29,42.29,B,Cash
5341,1/15/2023 4:00,3338,Male,38,Beverage,Soft Drink,10,14.72,147.2,D,Credit Card
5342,1/15/2023 5:00,3488,Female,65,Snacks,Cookies,2,30.09,60.18,A,Bank Transfer
5343,1/15/2023 6:00,3384,Female,68,Household,Tissue,4,59.71,238.84,A,E-Wallet
5344,1/15/2023 7:00,3109,Male,17,Personal Care,Soap,1,69.12,69.12,D,Credit Card
5345,1/15/2023 8:00,3062,Male,58,Electronics,USB Cable,6,100.26,601.56,A,E-Wallet
5346,1/15/2023 9:00,3361,Male,18,Beverage,Energy Drink,5,31.32,156.6,D,Credit Card
5347,1/15/2023 10:00,3248,Male,55,Snacks,Chips,3,94.45,283.35,C,E-Wallet
5348,1/15/2023 11:00,3248,Female,45,Produce,Apples,8,117.85,942.8,C,E-Wallet
5349,1/15/2023 12:00,3015,Female,28,Dairy,Butter,4,111.74,446.96,D,Cash
5350,1/15/2023 13:00,3463,Male,23,Produce,Carrots,8,17.09,136.72,C,Credit Card
5351,1/15/2023 14:00,3024,Female,34,Snacks,Chips,8,52.71,421.68,D,E-Wallet
5352,1/15/2023 15:00,3319,Female,60,Personal Care,Shampoo,1,79.22,79.22,C,Credit Card
5353,1/15/2023 16:00,3413,,66,Dairy,Milk,1,9.94,9.94,C,Credit Card
5354,1/15/2023 17:00,3118,Male,40,Beverage,Energy Drink,1,48.87,48.87,C,Cash
5355,1/15/2023 18:00,3081,Female,23,Beverage,Soft Drink,1,109.02,109.02,B,Cash
5356,1/15/2023 19:00,3241,Female,60,Personal Care,Lotion,10,102.87,1028.7,B,Bank Transfer
5357,1/15/2023 20:00,3239,Male,51,Household,Cleaner,1,7.16,7.16,A,Bank Transfer
5358,1/15/2023 21:00,3153,Male,60,Electronics,Phone Case,5,92.96,464.8,D,Bank Transfer
5359,1/15/2023 22:00,3127,Male,44,Beverage,Juice,5,93.08,465.4,B,Cash
5360,1/15/2023 23:00,3144,Male,48,Electronics,USB Cable,10,9.85,98.5,C,E-Wallet
5361,1/16/2023 0:00,3434,,41,Dairy,Milk,4,79.07,316.28,B,Credit Card
5362,1/16/2023 1:00,3465,Male,59,Snacks,Nuts,10,91.38,913.8,C,Cash
5363,1/16/2023 2:00,3128,,37,Snacks,Cookies,9,25.52,229.68,B,Bank Transfer
5364,1/16/2023 3:00,3495,Female,20,Frozen,Ice Cream,3,88.56,265.68,C,Credit Card
5365,1/16/2023 4:00,3495,Male,50,Beverage,Energy Drink,9,103.99,935.91,B,Credit Card
5366,1/16/2023 5:00,3085,Male,16,Snacks,Crackers,1,65.24,65.24,B,Credit Card
5367,1/16/2023 6:00,3236,Female,64,Snacks,Crackers,2,22.43,44.86,C,Cash
5368,1/16/2023 7:00,3240,Female,51,Electronics,Earphones,10,112.52,1125.2,A,Cash
5369,1/16/2023 8:00,3219,Male,42,Household,Cleaner,7,55.37,387.59,B,Cash
5370,1/16/2023 9:00,3374,Male,64,Electronics,USB Cable,3,91.08,273.24,B,Cash
5371,1/16/2023 10:00,3005,Female,36,Dairy,Butter,7,97.41,681.87,A,E-Wallet
5372,1/16/2023 11:00,3150,Female,26,Dairy,Cheese,9,80.97,728.73,B,E-Wallet
5373,1/16/2023 12:00,3033,Female,17,Beverage,Mineral Water,9,19.49,175.41,B,E-Wallet
5374,1/16/2023 13:00,3424,Male,17,Household,Cleaner,6,110.94,665.64,D,Cash
5375,1/16/2023 14:00,3386,,26,Produce,Bananas,10,101.57,1015.7,B,Credit Card
5376,1/16/2023 15:00,3355,Female,24,Dairy,Milk,7,71.06,497.42,B,Credit Card
5377,1/16/2023 16:00,3107,Male,17,Dairy,Butter,4,67.24,268.96,B,Credit Card
5378,1/16/2023 17:00,3467,Male,51,Snacks,Nuts,5,40.72,203.6,B,E-Wallet
5379,1/16/2023 18:00,3104,Male,,Electronics,Phone Case,5,110.58,552.9,C,Credit Card
5380,1/16/2023 19:00,3347,Female,19,Household,Cleaner,4,65.23,260.92,A,Bank Transfer
5381,1/16/2023 20:00,3360,Female,30,Personal Care,Soap,7,65.98,461.86,A,Bank Transfer
5382,1/16/2023 21:00,3420,Female,33,Personal Care,Lotion,1,75.41,75.41,B,Bank Transfer
5383,1/16/2023 22:00,3059,Male,42,Personal Care,Toothpaste,5,47.92,239.6,A,Bank Transfer
5384,1/16/2023 23:00,3423,Male,45,Personal Care,Lotion,9,40.15,361.35,A,E-Wallet
5385,1/17/2023 0:00,3258,Male,58,Household,Cleaner,5,93.29,466.45,B,E-Wallet
5386,1/17/2023 1:00,3489,Male,23,Frozen,Frozen Vegetables,5,91.25,456.25,B,E-Wallet
5387,1/17/2023 2:00,3437,Female,,Snacks,Chips,2,71.26,142.52,A,Bank Transfer
5388,1/17/2023 3:00,3402,Female,34,Personal Care,Soap,3,80.72,242.16,A,Credit Card
5389,1/17/2023 4:00,3174,Female,35,Snacks,Crackers,1,72.9,72.9,B,Credit Card
5390,1/17/2023 5:00,3279,Female,65,Dairy,Milk,7,55.75,390.25,C,Cash
5391,1/17/2023 6:00,3054,Female,59,Electronics,Earphones,11,98.67,1085.37,B,Bank Transfer
5392,1/17/2023 7:00,3474,Male,46,Snacks,Crackers,11,18.82,207.02,C,Cash
5393,1/17/2023 8:00,3331,Female,44,Household,Cleaner,10,95.18,951.8,D,Credit Card
5394,1/17/2023 9:00,3496,Female,33,Snacks,Crackers,9,29.97,269.73,D,Cash
5395,1/17/2023 10:00,3385,Male,57,Produce,Broccoli,11,12.95,142.45,C,Credit Card
5396,1/17/2023 11:00,3292,Female,36,Snacks,Nuts,10,112.92,1129.2,B,E-Wallet
5397,1/17/2023 12:00,3370,Male,48,Produce,Bananas,10,73.86,738.6,D,Bank Transfer
5398,1/17/2023 13:00,3084,Female,25,Beverage,Energy Drink,3,74.68,224.04,C,E-Wallet
5399,1/17/2023 14:00,3351,Female,28,Snacks,Chips,10,109.88,1098.8,D,E-Wallet
5400,1/17/2023 15:00,3072,,29,Personal Care,Shampoo,11,27.43,301.73,B,Bank Transfer
5401,1/17/2023 16:00,3040,Female,32,Household,Tissue,8,61.95,495.6,A,Cash
5402,1/17/2023 17:00,3344,Male,69,Dairy,Butter,11,119.93,1319.23,C,Bank Transfer
5403,1/17/2023 18:00,3340,Male,33,Dairy,Cheese,7,46.4,324.8,D,Cash
5404,1/17/2023 19:00,3375,,48,Beverage,Juice,1,108.94,108.94,D,Credit Card
5405,1/17/2023 20:00,3335,Male,27,Snacks,Crackers,1,83.36,83.36,A,Credit Card
5406,1/17/2023 21:00,3030,Female,,Household,Cleaner,8,77.87,622.96,B,Cash
5407,1/17/2023 22:00,3020,Female,49,Snacks,Crackers,4,18.19,72.76,B,Credit Card
5408,1/17/2023 23:00,3294,Female,24,Dairy,Milk,2,92.78,185.56,B,Cash
5409,1/18/2023 0:00,3002,Male,46,Electronics,Earphones,9,10.84,97.56,D,Bank Transfer
5410,1/18/2023 1:00,3134,Female,47,Snacks,Nuts,11,21.96,241.56,B,Credit Card
5411,1/18/2023 2:00,3362,Female,17,Produce,Bananas,8,97.2,777.6,C,Cash
5412,1/18/2023 3:00,3082,Female,22,Personal Care,Shampoo,5,59.8,299,B,Credit Card
5413,1/18/2023 4:00,3164,Male,67,Snacks,Cookies,7,62.15,435.05,B,Cash
5414,1/18/2023 5:00,3078,Male,58,Personal Care,Toothpaste,11,65.87,724.57,D,Bank Transfer
5415,1/18/2023 6:00,3026,Male,17,Frozen,Frozen Pizza,6,23.59,141.54,C,Credit Card
5416,1/18/2023 7:00,3098,Male,44,Beverage,Juice,11,29.49,324.39,B,E-Wallet
5417,1/18/2023 8:00,3118,Male,33,Personal Care,Soap,10,107.96,1079.6,D,Credit Card
5418,1/18/2023 9:00,3478,Female,40,Beverage,Juice,10,63.8,638,C,E-Wallet
5419,1/18/2023 10:00,3455,Male,54,Snacks,Chips,11,65.52,720.72,C,Cash
5420,1/18/2023 11:00,3443,Male,45,Electronics,USB Cable,8,21.85,174.8,D,Bank Transfer
5421,1/18/2023 12:00,3414,Male,61,Electronics,Phone Case,3,95.81,287.43,C,E-Wallet
5422,1/18/2023 13:00,3082,Female,68,Beverage,Mineral Water,4,89.14,356.56,A,E-Wallet
5423,1/18/2023 14:00,3406,,41,Frozen,Ice Cream,8,25.2,201.6,D,Cash
5424,1/18/2023 15:00,3145,Female,32,Frozen,Frozen Vegetables,1,63.3,63.3,B,E-Wallet
5425,1/18/2023 16:00,3287,Male,22,Snacks,Crackers,10,107.11,1071.1,C,Bank Transfer
5426,1/18/2023 17:00,3440,Female,46,Personal Care,Toothpaste,11,12.79,140.69,D,Cash
5427,1/18/2023 18:00,3465,Female,26,Frozen,Frozen Vegetables,4,74.34,297.36,B,Bank Transfer
5428,1/18/2023 19:00,3159,Female,48,Beverage,Energy Drink,1,74.98,74.98,C,Credit Card
5429,1/18/2023 20:00,3013,Female,30,Electronics,USB Cable,5,9.71,48.55,A,E-Wallet
5430,1/18/2023 21:00,3091,Male,63,Household,Dish Soap,4,84.74,338.96,B,Cash
5431,1/18/2023 22:00,3468,,34,Beverage,Energy Drink,7,10.66,74.62,D,Credit Card
5432,1/18/2023 23:00,3401,Male,49,Frozen,Ice Cream,9,31.95,287.55,A,Bank Transfer
5433,1/19/2023 0:00,3093,Male,59,Dairy,Milk,10,110.58,1105.8,D,Cash
5434,1/19/2023 1:00,3039,Male,63,Household,Detergent,6,86.34,518.04,A,E-Wallet
5435,1/19/2023 2:00,3355,Female,65,Electronics,USB Cable,8,43.73,349.84,B,E-Wallet
5436,1/19/2023 3:00,3008,Male,49,Personal Care,Soap,3,46.59,139.77,B,Cash
5437,1/19/2023 4:00,3107,Male,31,Household,Detergent,3,2.63,7.89,D,Credit Card
5438,1/19/2023 5:00,3166,Male,43,Electronics,Phone Case,3,5.78,17.34,A,Credit Card
5439,1/19/2023 6:00,3015,Male,45,Personal Care,Lotion,3,106.15,318.45,B,E-Wallet
5440,1/19/2023 7:00,3114,Male,56,Beverage,Energy Drink,2,14.67,29.34,B,Cash
5441,1/19/2023 8:00,3129,Female,54,Produce,Bananas,10,92.76,927.6,D,E-Wallet
5442,1/19/2023 9:00,3481,Female,16,Dairy,Cheese,7,12.34,86.38,B,Cash
5443,1/19/2023 10:00,3131,Female,36,Dairy,Butter,8,68.97,551.76,D,Bank Transfer
5444,1/19/2023 11:00,3487,Male,17,Personal Care,Soap,10,24.92,249.2,C,Bank Transfer
5445,1/19/2023 12:00,3038,Female,57,Personal Care,Soap,6,114.26,685.56,B,Bank Transfer
5446,1/19/2023 13:00,3432,Female,,Beverage,Energy Drink,10,117.01,1170.1,B,Credit Card
5447,1/19/2023 14:00,3063,Male,58,Household,Dish Soap,10,43.97,439.7,D,E-Wallet
5448,1/19/2023 15:00,3446,Male,57,Dairy,Butter,5,98.85,494.25,A,Credit Card
5449,1/19/2023 16:00,3015,Male,27,Frozen,Frozen Pizza,8,35.37,282.96,C,Cash
5450,1/19/2023 17:00,3062,Male,56,Frozen,Ice Cream,9,90.28,812.52,B,Credit Card
5451,1/19/2023 18:00,3381,Male,28,Beverage,Juice,6,22.42,134.52,A,Cash
5452,1/19/2023 19:00,3362,Male,68,Beverage,Juice,1,77.29,77.29,D,Bank Transfer
5453,1/19/2023 20:00,3082,Female,53,Snacks,Nuts,11,114.78,1262.58,A,Credit Card
5454,1/19/2023 21:00,3038,Male,60,Dairy,Butter,4,23.17,92.68,D,E-Wallet
5455,1/19/2023 22:00,3223,Female,29,Beverage,Mineral Water,3,20.97,62.91,D,E-Wallet
5456,1/19/2023 23:00,3404,Female,25,Personal Care,Soap,8,54.37,434.96,A,Credit Card
5457,1/20/2023 0:00,3443,Female,54,Beverage,Juice,3,115.11,345.33,B,E-Wallet
5458,1/20/2023 1:00,3007,Male,46,Snacks,Cookies,7,54.23,379.61,B,Credit Card
5459,1/20/2023 2:00,3357,Male,29,Personal Care,Toothpaste,6,26.34,158.04,C,Bank Transfer
5460,1/20/2023 3:00,3475,Male,67,Personal Care,Soap,9,4.87,43.83,D,Cash
5461,1/20/2023 4:00,3072,Male,,Dairy,Milk,4,44.55,178.2,B,E-Wallet
5462,1/20/2023 5:00,3334,Female,17,Beverage,Energy Drink,6,88.75,532.5,B,E-Wallet
5463,1/20/2023 6:00,3242,Female,57,Personal Care,Lotion,2,35.56,71.12,B,Credit Card
5464,1/20/2023 7:00,3335,Male,64,Dairy,Butter,1,54.82,54.82,C,E-Wallet
5465,1/20/2023 8:00,3455,Male,66,Personal Care,Soap,10,23.47,234.7,D,E-Wallet
5466,1/20/2023 9:00,3225,Male,52,Personal Care,Lotion,8,85.1,680.8,B,Cash
5467,1/20/2023 10:00,3052,Male,26,Beverage,Juice,9,53.66,482.94,B,Cash
5468,1/20/2023 11:00,3354,Male,52,Snacks,Chips,1,12.54,12.54,D,Credit Card
5469,1/20/2023 12:00,3260,Female,47,Household,Detergent,1,40.75,40.75,A,E-Wallet
5470,1/20/2023 13:00,3129,Male,35,Beverage,Energy Drink,10,87.19,871.9,D,E-Wallet
5471,1/20/2023 14:00,3105,Male,27,Dairy,Cheese,3,80.84,242.52,B,E-Wallet
5472,1/20/2023 15:00,3127,Male,22,Frozen,Frozen Vegetables,8,91.98,735.84,B,E-Wallet
5473,1/20/2023 16:00,3127,Male,21,Personal Care,Lotion,8,109.08,872.64,B,E-Wallet
5474,1/20/2023 17:00,3334,Female,61,Frozen,Frozen Pizza,9,63.12,568.08,D,E-Wallet
5475,1/20/2023 18:00,3095,Female,69,Electronics,USB Cable,6,17.83,106.98,A,E-Wallet
5476,1/20/2023 19:00,3166,Female,53,Personal Care,Soap,5,59.4,297,B,Credit Card
5477,1/20/2023 20:00,3114,Female,51,Personal Care,Shampoo,1,1.99,1.99,A,Cash
5478,1/20/2023 21:00,3053,Female,22,Snacks,Crackers,2,65.27,130.54,D,Credit Card
5479,1/20/2023 22:00,3340,Male,47,Electronics,Phone Case,4,111.01,444.04,B,E-Wallet
5480,1/20/2023 23:00,3259,Female,58,Snacks,Nuts,6,118.03,708.18,B,Cash
5481,1/21/2023 0:00,3483,Female,48,Produce,Carrots,3,116.93,350.79,B,Cash
5482,1/21/2023 1:00,3494,Female,65,Personal Care,Toothpaste,10,27.37,273.7,A,Bank Transfer
5483,1/21/2023 2:00,3225,Male,51,Dairy,Milk,9,82.47,742.23,A,E-Wallet
5484,1/21/2023 3:00,3015,,43,Personal Care,Toothpaste,9,36.53,328.77,B,E-Wallet
5485,1/21/2023 4:00,3003,Female,,Personal Care,Lotion,5,36.54,182.7,B,Credit Card
5486,1/21/2023 5:00,3348,Male,29,Beverage,Soft Drink,4,48.85,195.4,C,Bank Transfer
5487,1/21/2023 6:00,3475,Female,19,Dairy,Cheese,6,79.21,475.26,B,E-Wallet
5488,1/21/2023 7:00,3367,Female,65,Dairy,Cheese,4,17.94,71.76,C,Cash
5489,1/21/2023 8:00,3239,Female,27,Produce,Carrots,11,70.62,776.82,D,E-Wallet
5490,1/21/2023 9:00,3161,Female,33,Beverage,Mineral Water,1,102.11,102.11,B,E-Wallet
5491,1/21/2023 10:00,3467,Female,66,Beverage,Mineral Water,7,76.79,537.53,D,E-Wallet
5492,1/21/2023 11:00,3440,Male,25,Snacks,Chips,7,61.89,433.23,D,Cash
5493,1/21/2023 12:00,3378,Male,27,Beverage,Mineral Water,5,37.25,186.25,A,Bank Transfer
5494,1/21/2023 13:00,3289,,59,Household,Cleaner,6,22.38,134.28,D,Credit Card
5495,1/21/2023 14:00,3415,Female,17,Produce,Broccoli,4,19.95,79.8,C,Cash
5496,1/21/2023 15:00,3260,Female,51,Personal Care,Lotion,11,50.93,560.23,D,E-Wallet
5497,1/21/2023 16:00,3224,Male,25,Produce,Bananas,10,83.82,838.2,B,Cash
5498,1/21/2023 17:00,3234,Male,59,Frozen,Frozen Pizza,10,52.82,528.2,B,Bank Transfer
5499,1/21/2023 18:00,3220,,45,Snacks,Crackers,1,79.48,79.48,D,Bank Transfer
5500,1/21/2023 19:00,3248,Male,32,Beverage,Mineral Water,3,117.28,351.84,D,E-Wallet
5501,1/21/2023 20:00,3336,Female,37,Household,Cleaner,9,113.78,1024.02,A,Credit Card
5502,1/21/2023 21:00,3369,Male,52,Beverage,Juice,8,39.31,314.48,A,Bank Transfer
5503,1/21/2023 22:00,3107,Male,27,Snacks,Chips,5,53.18,265.9,B,Cash
5504,1/21/2023 23:00,3220,Female,48,Electronics,Phone Case,10,15.89,158.9,D,Cash
5505,1/22/2023 0:00,3335,Female,47,Electronics,USB Cable,7,44.65,312.55,C,Credit Card
5506,1/22/2023 1:00,3112,Female,31,Frozen,Frozen Vegetables,10,95.72,957.2,A,Bank Transfer
5507,1/22/2023 2:00,3022,Male,38,Beverage,Soft Drink,10,101.55,1015.5,C,E-Wallet
5508,1/22/2023 3:00,3159,Male,41,Electronics,Phone Case,10,8,80,B,E-Wallet
5509,1/22/2023 4:00,3188,Male,30,Electronics,Phone Case,10,65.95,659.5,A,Credit Card
5510,1/22/2023 5:00,3341,Female,46,Snacks,Nuts,9,84.48,760.32,D,E-Wallet
5511,1/22/2023 6:00,3288,Female,52,Electronics,USB Cable,7,76.15,533.05,D,Cash
5512,1/22/2023 7:00,3071,Male,25,Produce,Bananas,9,83.59,752.31,B,Bank Transfer
5513,1/22/2023 8:00,3225,Male,64,Produce,Carrots,4,117.36,469.44,D,E-Wallet
5514,1/22/2023 9:00,3392,Male,36,Electronics,USB Cable,1,14.88,14.88,A,Credit Card
5515,1/22/2023 10:00,3078,Female,54,Personal Care,Shampoo,5,86.79,433.95,A,Credit Card
5516,1/22/2023 11:00,3190,Female,,Household,Detergent,1,100.85,100.85,D,Credit Card
5517,1/22/2023 12:00,3249,,51,Beverage,Energy Drink,8,96.91,775.28,B,E-Wallet
5518,1/22/2023 13:00,3217,Male,39,Beverage,Soft Drink,8,72.18,577.44,C,Bank Transfer
5519,1/22/2023 14:00,3224,Female,22,Snacks,Cookies,9,89.61,806.49,C,Credit Card
5520,1/22/2023 15:00,3028,Female,39,Personal Care,Shampoo,6,19.65,117.9,A,Credit Card
5521,1/22/2023 16:00,3322,Male,35,Household,Cleaner,7,75.69,529.83,A,Cash
5522,1/22/2023 17:00,3017,Male,59,Electronics,Phone Case,10,48.42,484.2,B,Cash
5523,1/22/2023 18:00,3475,Male,20,Snacks,Chips,5,86.36,431.8,A,Bank Transfer
5524,1/22/2023 19:00,3386,Male,20,Snacks,Chips,3,99.82,299.46,C,Cash
5525,1/22/2023 20:00,3136,Male,68,Personal Care,Lotion,9,60.25,542.25,B,E-Wallet
5526,1/22/2023 21:00,3294,Male,65,Beverage,Juice,3,5.54,16.62,D,Bank Transfer
5527,1/22/2023 22:00,3404,Male,31,Household,Tissue,7,45.05,315.35,B,E-Wallet
5528,1/22/2023 23:00,3256,Female,64,Frozen,Frozen Vegetables,1,64.03,64.03,C,Bank Transfer
5529,1/23/2023 0:00,3369,Female,35,Snacks,Nuts,6,10.16,60.96,B,E-Wallet
5530,1/23/2023 1:00,3192,Male,39,Household,Cleaner,9,12.74,114.66,B,Cash
5531,1/23/2023 2:00,3229,Female,59,Snacks,Chips,7,28.34,198.38,B,Bank Transfer
5532,1/23/2023 3:00,3377,Female,19,Snacks,Chips,4,103.3,413.2,B,Credit Card
5533,1/23/2023 4:00,3405,Male,20,Beverage,Soft Drink,10,76.51,765.1,C,Cash
5534,1/23/2023 5:00,3090,Female,24,Snacks,Cookies,9,88.46,796.14,B,E-Wallet
5535,1/23/2023 6:00,3287,Male,64,Beverage,Soft Drink,6,93.12,558.72,D,Credit Card
5536,1/23/2023 7:00,3212,Male,,Snacks,Crackers,6,79.11,474.66,C,Cash
5537,1/23/2023 8:00,3326,Female,34,Household,Cleaner,6,72.83,436.98,B,E-Wallet
5538,1/23/2023 9:00,3114,Male,50,Snacks,Crackers,2,65.41,130.82,B,E-Wallet
5539,1/23/2023 10:00,3399,Female,59,Household,Dish Soap,11,91.26,1003.86,D,Credit Card
5540,1/23/2023 11:00,3185,Female,23,Electronics,Phone Case,2,72.29,144.58,D,Cash
5541,1/23/2023 12:00,3257,Female,43,Produce,Apples,1,60.33,60.33,C,Cash
5542,1/23/2023 13:00,3090,Female,39,Snacks,Nuts,2,91.09,182.18,D,Cash
5543,1/23/2023 14:00,3285,Female,48,Electronics,Phone Case,1,31.85,31.85,C,Bank Transfer
5544,1/23/2023 15:00,3066,Male,35,Personal Care,Toothpaste,7,4.82,33.74,B,Credit Card
5545,1/23/2023 16:00,3278,Female,42,Snacks,Nuts,1,107.42,107.42,A,Credit Card
5546,1/23/2023 17:00,3445,Female,36,Personal Care,Shampoo,10,116.4,1164,C,Credit Card
5547,1/23/2023 18:00,3029,Female,40,Beverage,Mineral Water,1,82.61,82.61,D,Credit Card
5548,1/23/2023 19:00,3009,Female,54,Dairy,Butter,9,95.08,855.72,D,Cash
5549,1/23/2023 20:00,3297,Male,27,Produce,Bananas,9,6.42,57.78,A,Bank Transfer
